Scientific Name,Common Name,Current Scientific Name,Threatened status,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,ACI,CKI,CI,CSI,JBT,NFI,HMI,AAT,CMA,Listed SPRAT TaxonID,Current SPRAT TaxonID,Kingdom,Class,Profile,Date extracted,NSL Name,Family,Genus,Species,Infraspecific Rank,Infraspecies,Species Author,Infraspecies Author
"Polytelis alexandrae","Princess Parrot, Alexandra's Parrot","-","Vulnerable","-","-","Yes","-","Yes","-","-","Yes","-","-","-","-","-","-","-","-","-","758","-","Animalia","Aves","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=758","2017-May-11","-","Psittacidae","Polytelis","alexandrae","-","-","Gould,1863","-"
"Calyptorhynchus baudinii","Baudin's Cockatoo, Long-billed Black-Cockatoo","-","Vulnerable","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","769","-","Animalia","Aves","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=769","2017-May-11","-","Cacatuidae","Calyptorhynchus","baudinii","-","-","Lear, 1832","-"
"Numenius madagascariensis","Eastern Curlew, Far Eastern Curlew","-","Critically Endangered","-","Yes","Yes","Yes","Yes","Yes","Yes","Yes","-","-","-","-","Yes","-","-","-","-","847","-","Animalia","Aves","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=847","2017-May-11","-","Scolopacidae","Numenius","madagascariensis","-","-","(Linnaeus,1766)","-"
"Calidris canutus","Red Knot, Knot","-","Endangered","-","Yes","Yes","Yes","Yes","Yes","Yes","Yes","-","-","-","-","-","-","-","-","-","855","-","Animalia","Aves","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=855","2017-May-11","-","Scolopacidae","Calidris","canutus","-","-","(Linnaeus, 1758)","-"
"Calidris ferruginea","Curlew Sandpiper","-","Critically Endangered","-","Yes","Yes","Yes","Yes","Yes","Yes","Yes","-","-","-","-","Yes","-","-","-","-","856","-","Animalia","Aves","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=856","2017-May-11","-","Scolopacidae","Calidris","ferruginea","-","-","(Pontoppidan,1763)","-"
"Calidris tenuirostris","Great Knot","-","Critically Endangered","-","Yes","Yes","Yes","Yes","Yes","Yes","Yes","-","-","-","-","-","-","-","-","-","862","-","Animalia","Aves","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=862","2017-May-11","-","Scolopacidae","Calidris","tenuirostris","-","-","(Horsfield,1821)","-"
"Charadrius leschenaultii","Greater Sand Plover, Large Sand Plover","-","Vulnerable","-","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","-","Yes","-","-","-","-","-","Yes","877","-","Animalia","Aves","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=877","2017-May-11","-","Charadriidae","Charadrius","leschenaultii","-","-","Lesson, 1826","-"
"Charadrius mongolus","Lesser Sand Plover, Mongolian Plover","-","Endangered","-","Yes","Yes","Yes","Yes","Yes","Yes","Yes","-","-","-","Yes","-","-","-","-","Yes","879","-","Animalia","Aves","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=879","2017-May-11","-","Charadriidae","Charadrius","mongolus","-","-","Pallas,1776","-"
"Pedionomus torquatus","Plains-wanderer","-","Critically Endangered","-","Yes","Yes","Yes","Yes","-","Yes","-","-","-","-","-","-","-","-","-","-","906","-","Animalia","Aves","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=906","2017-May-11","-","Pedionomidae","Pedionomus","torquatus","-","-","Gould,1841","-"
"Turnix melanogaster","Black-breasted Button-quail","-","Vulnerable","-","Yes","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","923","-","Animalia","Aves","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=923","2017-May-11","-","Turnicidae","Turnix","melanogaster","-","-","(Gould,1837)","-"
"Leipoa ocellata","Malleefowl","-","Vulnerable","-","Yes","Yes","-","Yes","-","Yes","Yes","-","-","-","-","-","-","-","-","-","934","-","Animalia","Aves","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=934","2017-May-11","-","Megapodiidae","Leipoa","ocellata","-","-","Gould,1840","-"
"Erythrotriorchis radiatus","Red Goshawk","-","Vulnerable","-","Yes","Yes","Yes","-","-","-","Yes","-","-","-","-","-","-","-","-","-","942","-","Animalia","Aves","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=942","2017-May-11","-","Accipitridae","Erythrotriorchis","radiatus","-","-","(Latham,1801)","-"
"Botaurus poiciloptilus","Australasian Bittern","-","Endangered","Yes","Yes","-","Yes","Yes","Yes","Yes","Yes","-","-","-","-","-","-","-","-","-","1001","-","Animalia","Aves","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1001","2017-May-11","-","Ardeidae","Botaurus","poiciloptilus","-","-","(Wagler, 1827)","-"
"Fregata andrewsi","Christmas Island Frigatebird, Andrew's Frigatebird","-","Endangered","-","-","-","-","-","-","-","-","-","-","Yes","-","-","-","-","-","Yes","1011","-","Animalia","Aves","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1011","2017-May-11","-","Fregatidae","Fregata","andrewsi","-","-","Mathews,1914","-"
"Pterodroma mollis","Soft-plumaged Petrel","-","Vulnerable","-","-","-","-","Yes","Yes","Yes","Yes","-","-","-","-","-","-","Yes","Yes","Yes","1036","-","Animalia","Aves","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1036","2017-May-11","-","Procellariidae","Pterodroma","mollis","-","-","(Gould,1844)","-"
"Halobaena caerulea","Blue Petrel","-","Vulnerable","-","Yes","-","-","Yes","Yes","Yes","Yes","-","-","-","-","-","-","Yes","Yes","Yes","1059","-","Animalia","Aves","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1059","2017-May-11","-","Procellariidae","Halobaena","caerulea","-","-","(Gmelin,1789)","-"
"Macronectes giganteus","Southern Giant-Petrel, Southern Giant Petrel","-","Endangered","-","Yes","-","Yes","Yes","Yes","Yes","Yes","-","-","-","Yes","Yes","Yes","Yes","Yes","Yes","1060","-","Animalia","Aves","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1060","2017-May-11","-","Procellariidae","Macronectes","giganteus","-","-","(Gmelin, 1789)","-"
"Macronectes halli","Northern Giant Petrel","-","Vulnerable","-","Yes","-","Yes","Yes","Yes","Yes","Yes","-","-","-","Yes","Yes","Yes","Yes","Yes","Yes","1061","-","Animalia","Aves","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1061","2017-May-11","-","Procellariidae","Macronectes","halli","-","-","Mathews, 1912","-"
"Phoebetria fusca","Sooty Albatross","-","Vulnerable","-","Yes","-","Yes","Yes","Yes","Yes","Yes","-","-","-","-","-","-","Yes","Yes","Yes","1075","-","Animalia","Aves","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1075","2017-May-11","-","Diomedeidae","Phoebetria","fusca","-","-","(Hilsenberg,1822)","-"
"Aipysurus apraefrontalis","Short-nosed Seasnake","-","Critically Endangered","-","-","-","-","-","-","-","Yes","Yes","-","-","-","-","-","-","-","Yes","1115","-","Animalia","Reptilia","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1115","2017-May-11","-","Hydrophiidae","Aipysurus","apraefrontalis","-","-","M.A. Smith, 1926","-"
"Aipysurus foliosquama","Leaf-scaled Seasnake","-","Critically Endangered","-","-","-","-","-","-","-","Yes","Yes","-","-","-","-","-","-","-","Yes","1118","-","Animalia","Reptilia","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1118","2017-May-11","-","Hydrophiidae","Aipysurus","foliosquama","-","-","M.A. Smith, 1926","-"
"Hoplocephalus bungaroides","Broad-headed Snake","-","Vulnerable","-","Yes","-","-","-","-","-","-","-","-","-","-","Yes","-","-","-","-","1182","-","Animalia","Reptilia","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1182","2017-May-11","-","Elapidae","Hoplocephalus","bungaroides","-","-","(Schlegel,1837)","-"
"Denisonia maculata","Ornamental Snake","-","Vulnerable","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","1193","-","Animalia","Reptilia","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1193","2017-May-11","-","Elapidae","Denisonia","maculata","-","-","(Steindachner,1867)","-"
"Ramphotyphlops exocoeti","Christmas Island Blind Snake, Christmas Island Pink Blind Snake","-","Vulnerable","-","-","-","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","1262","-","Animalia","Reptilia","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1262","2017-May-11","-","Typhlopidae","Ramphotyphlops","exocoeti","-","-","(Boulenger, 1887)","-"
"Tiliqua adelaidensis","Pygmy Blue-tongue Lizard, Adelaide Blue-tongue Lizard","-","Endangered","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","1270","-","Animalia","Reptilia","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1270","2017-May-11","-","Scincidae","Tiliqua","adelaidensis","-","-","(Peters,1863)","-"
"Lerista vittata","Mount Cooper Striped Lerista","-","Vulnerable","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","1308","-","Animalia","Reptilia","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1308","2017-May-11","-","Scincidae","Lerista","vittata","-","-","Greer, McDonald and Lawrie,1983","-"
"Lerista allanae","Allan's Lerista, Retro Slider","-","Endangered","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","1378","-","Animalia","Reptilia","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1378","2017-May-11","-","Scincidae","Lerista","allanae","-","-","(Longman,1937)","-"
"Emoia nativitatis","Christmas Island Forest Skink, Christmas Island Whiptail-skink","-","Critically Endangered","-","-","-","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","1400","-","Animalia","Reptilia","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1400","2017-May-11","-","Scincidae","Emoia","nativitatis","-","-","(Boulenger,1887)","-"
"Egernia rugosa","Yakka Skink","-","Vulnerable","-","Yes","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","1420","-","Animalia","Reptilia","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1420","2017-May-11","-","Scincidae","Egernia","rugosa","-","-","De Vis,1888","-"
"Ctenotus lancelini","Lancelin Island Skink","-","Vulnerable","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","1482","-","Animalia","Reptilia","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1482","2017-May-11","-","Scincidae","Ctenotus","lancelini","-","-","Ford,1969","-"
"Cryptoblepharus egeriae","Christmas Island Blue-tailed Skink, Blue-tailed Snake-eyed Skink","-","Critically Endangered","-","-","-","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","1526","-","Animalia","Reptilia","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1526","2017-May-11","-","Scincidae","Cryptoblepharus","egeriae","-","-","(Boulenger, 1889)","-"
"Ctenophorus yinnietharra","Yinnietharra Rock-Dragon","-","Vulnerable","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","1603","-","Animalia","Reptilia","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1603","2017-May-11","-","Agamidae","Ctenophorus","yinnietharra","-","-","(Storr,1981)","-"
"Ophidiocephalus taeniatus","Bronzeback Snake-lizard","-","Vulnerable","-","-","Yes","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","1630","-","Animalia","Reptilia","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1630","2017-May-11","-","Pygopodidae","Ophidiocephalus","taeniatus","-","-","Lucas and Frost, 1897","-"
"Delma impar","Striped Legless Lizard","-","Vulnerable","Yes","Yes","-","-","Yes","-","Yes","-","-","-","-","-","-","-","-","-","-","1649","-","Animalia","Reptilia","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1649","2017-May-11","-","Pygopodidae","Delma","impar","-","-","(Fischer,1882)","-"
"Delma torquata","Adorned Delma, Collared Delma","-","Vulnerable","-","Yes","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","1656","-","Animalia","Reptilia","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1656","2017-May-11","-","Pygopodidae","Delma","torquata","-","-","Kluge,1974","-"
"Aprasia parapulchella","Pink-tailed Worm-lizard, Pink-tailed Legless Lizard","-","Vulnerable","Yes","Yes","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","1665","-","Animalia","Reptilia","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1665","2017-May-11","-","Pygopodidae","Aprasia","parapulchella","-","-","Kluge,1974","-"
"Aprasia pseudopulchella","Flinders Ranges Worm-lizard","-","Vulnerable","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","1666","-","Animalia","Reptilia","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1666","2017-May-11","-","Pygopodidae","Aprasia","pseudopulchella","-","-","Kluge,1974","-"
"Lepidodactylus listeri","Christmas Island Gecko, Lister's Gecko","-","Critically Endangered","-","-","-","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","1711","-","Animalia","Reptilia","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1711","2017-May-11","-","Gekkonidae","Lepidodactylus","listeri","-","-","(Boulenger, 1889)","-"
"Pseudemydura umbrina","Western Swamp Tortoise","-","Critically Endangered","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","1760","-","Animalia","Reptilia","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1760","2017-May-11","-","Chelidae","Pseudemydura","umbrina","-","-","Siebenrock,1901","-"
"Rheodytes leukops","Fitzroy River Turtle, Fitzroy Tortoise, Fitzroy Turtle, White-eyed River Diver","-","Vulnerable","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","1761","-","Animalia","Reptilia","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1761","2017-May-11","-","Chelidae","Rheodytes","leukops","-","-","Legler and Cann, 1980","-"
"Caretta caretta","Loggerhead Turtle","-","Endangered","-","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","-","-","Yes","1763","-","Animalia","Reptilia","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1763","2017-May-11","-","Cheloniidae","Caretta","caretta","-","-","(Linnaeus,1758)","-"
"Chelonia mydas","Green Turtle","-","Vulnerable","-","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","-","-","Yes","1765","-","Animalia","Reptilia","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1765","2017-May-11","-","Cheloniidae","Chelonia","mydas","-","-","(Linnaeus,1758)","-"
"Eretmochelys imbricata","Hawksbill Turtle","-","Vulnerable","-","Yes","Yes","Yes","-","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","-","-","Yes","1766","-","Animalia","Reptilia","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1766","2017-May-11","-","Cheloniidae","Eretmochelys","imbricata","-","-","(Linnaeus,1766)","-"
"Lepidochelys olivacea","Olive Ridley Turtle, Pacific Ridley Turtle","-","Endangered","-","Yes","Yes","Yes","-","-","-","Yes","Yes","Yes","Yes","Yes","-","-","-","-","Yes","1767","-","Animalia","Reptilia","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1767","2017-May-11","-","Cheloniidae","Lepidochelys","olivacea","-","-","(Eschscholtz,1829)","-"
